product_barcode,product_name,replacement_rank,replacement_barcode,replacement_name,replacement_reason,price_difference,replacement_score
8906000000146,Britannia Tiger Glucose Biscuits Premium 250g,2,8906000000427,Parle-G Glucose Biscuits Value Pack 150g,Same subcategory,-17.75,77.225
8906000000146,Britannia Tiger Glucose Biscuits Premium 250g,3,8906000000478,Britannia Tiger Glucose Biscuits Regular 80g,Same subcategory,-21.85,68.815
8906000000147,Vaseline Moisturizer Family Pack 100ml,1,8906000000295,Nivea Body Wash Lite 500ml,Same category fallback,-13.1,85.69
8906000000147,Vaseline Moisturizer Family Pack 100ml,2,8906000000423,Ponds Talcum Powder Value Pack 100g,Same category fallback,-27.2,76.28
8906000000147,Vaseline Moisturizer Family Pack 100ml,3,8906000000153,Himalaya Moisturizer Original 200ml,Same subcategory,-31.95,67.805
8906000000148,Pepsi Soft Drinks Lite 2L,1,8906000000353,Pepsi Soft Drinks Premium 250ml,Same subcategory,-0.6,86.94
8906000000148,Pepsi Soft Drinks Lite 2L,2,8906000000244,Sprite Soft Drinks Family Pack 600ml,Same subcategory,-12.0,77.8
8906000000148,Pepsi Soft Drinks Lite 2L,3,8906000000130,Sprite Soft Drinks Lite 250ml,Same subcategory,12.75,69.725
8906000000149,Listerine Mouthwash Classic 250ml,1,8906000000328,Listerine Mouthwash Lite 250ml,Same subcategory,3.86,86.614
8906000000149,Listerine Mouthwash Classic 250ml,2,8906000000386,Colgate Mouthwash Premium 250ml,Same subcategory,-25.84,76.416
8906000000149,Listerine Mouthwash Classic 250ml,3,8906000000421,Listerine Mouthwash Original 250ml,Same subcategory,30.41,67.959
8906000000150,Kohinoor Rice Classic 10kg,1,8906000000374,Fortune Rice Value Pack 10kg,Same subcategory,42.91,82.709
8906000000150,Kohinoor Rice Classic 10kg,2,8906000000151,India Gate Rice Premium 10kg,Same subcategory,198.22,59.178
8906000000150,Kohinoor Rice Classic 10kg,3,8906000000222,Kohinoor Rice Regular 1kg,Same subcategory,628.9,55
8906000000151,India Gate Rice Premium 10kg,1,8906000000374,Fortune Rice Value Pack 10kg,Same subcategory,-155.31,71.469
8906000000151,India Gate Rice Premium 10kg,2,8906000000150,Kohinoor Rice Classic 10kg,Same subcategory,-198.22,59.178
8906000000151,India Gate Rice Premium 10kg,3,8906000000222,Kohinoor Rice Regular 1kg,Same subcategory,430.68,55
8906000000152,Whisper Sanitary Care Original 30pc,1,8906000000037,Sofy Sanitary Care Regular 30pc,Same subcategory,-13.0,85.7
8906000000152,Whisper Sanitary Care Original 30pc,2,8906000000436,Sofy Sanitary Care Family Pack 30pc,Same subcategory,18.25,77.175
8906000000152,Whisper Sanitary Care Original 30pc,3,8906000000179,Stayfree Sanitary Care Family Pack 30pc,Same subcategory,-52.88,65.712
8906000000153,Himalaya Moisturizer Original 200ml,1,8906000000423,Ponds Talcum Powder Value Pack 100g,Same category fallback,4.75,86.525
8906000000153,Himalaya Moisturizer Original 200ml,2,8906000000208,Garnier Face Wash Classic 150g,Same category fallback,-9.41,78.059
8906000000153,Himalaya Moisturizer Original 200ml,3,8906000000428,Dove Body Wash Mini 250ml,Same category fallback,-10.82,69.918
8906000000154,Medimix Soap Value Pack 100g,1,8906000000246,Medimix Soap Original 100g,Same subcategory,-1.45,86.855
8906000000154,Medimix Soap Value Pack 100g,2,8906000000289,Santoor Soap Regular 75g,Same subcategory,-26.05,76.395
8906000000154,Medimix Soap Value Pack 100g,3,8906000000350,Dove Soap Lite 125g,Same subcategory,-29.05,68.095
8906000000155,Everest Masala Classic 200g,1,8906000000193,Catch Masala Original 200g,Same subcategory,15.5,85.45
8906000000155,Everest Masala Classic 200g,2,8906000000261,Catch Masala Family Pack 200g,Same subcategory,-23.6,76.64
8906000000155,Everest Masala Classic 200g,3,8906000000159,Catch Masala Fresh 100g,Same subcategory,-47.84,66.21600000000001
8906000000156,Cabbage 1kg,1,8906000000190,Onion 1kg,Same subcategory,-14.08,85.592
8906000000156,Cabbage 1kg,2,8906000000225,Onion 1kg,Same subcategory,-31.14,75.886
8906000000156,Cabbage 1kg,3,8906000000389,Beans 1kg,Same subcategory,-33.24,67.676
8906000000157,Dinshaw's Milk Value Pack 1L,1,8906000000285,Amul Milk Lite 500ml,Same subcategory,2.05,86.795
8906000000157,Dinshaw's Milk Value Pack 1L,2,8906000000117,Dinshaw's Milk Original 1L,Same subcategory,4.77,78.523
8906000000157,Dinshaw's Milk Value Pack 1L,3,8906000000370,Dinshaw's Milk Lite 500ml,Same subcategory,5.25,70.475
8906000000158,Kinley Water Fresh 1L,1,8906000000067,Kinley Water Classic 1L,Same subcategory,-0.74,86.926
8906000000158,Kinley Water Fresh 1L,2,8906000000110,Bisleri Water Value Pack 1L,Same subcategory,-2.0,78.8
8906000000158,Kinley Water Fresh 1L,3,8906000000003,Bailey Water Lite 1L,Same subcategory,-4.13,70.587
8906000000159,Catch Masala Fresh 100g,1,8906000000233,Everest Masala Regular 200g,Same subcategory,-0.36,86.964
8906000000159,Catch Masala Fresh 100g,2,8906000000261,Catch Masala Family Pack 200g,Same subcategory,24.24,76.576
8906000000159,Catch Masala Fresh 100g,3,8906000000155,Everest Masala Classic 200g,Same subcategory,47.84,66.21600000000001
8906000000160,Bisk Farm Cookies Family Pack 200g,1,8906000000425,Bisk Farm Cookies Regular 75g,Same subcategory,-3.33,86.667
8906000000160,Bisk Farm Cookies Family Pack 200g,2,8906000000002,Sunfeast Dark Fantasy Cookies Family Pack 120g,Same subcategory,-3.33,78.667
8906000000160,Bisk Farm Cookies Family Pack 200g,3,8906000000439,Unibic Cookies Premium 75g,Same subcategory,19.57,69.043
8906000000161,Organic Tattva Poha Family Pack 500g,1,8906000000302,Tata Sampann Poha Mini 500g,Same subcategory,-11.39,85.861
8906000000161,Organic Tattva Poha Family Pack 500g,2,8906000000359,Organic Tattva Poha Classic 1kg,Same subcategory,-14.44,77.556
8906000000161,Organic Tattva Poha Family Pack 500g,3,8906000000238,Local Mill Poha Family Pack 500g,Same subcategory,35.16,67.484
8906000000162,Saffola Oats Classic 400g,1,8906000000093,Kellogg's Oats Family Pack 1kg,Same subcategory,-12.6,85.74
8906000000162,Saffola Oats Classic 400g,2,8906000000210,Kellogg's Oats Regular 1kg,Same subcategory,16.5,77.35
8906000000162,Saffola Oats Classic 400g,3,8906000000077,Saffola Oats Original 400g,Same subcategory,32.4,67.76
8906000000163,Patanjali Ghee Regular 500ml,1,8906000000186,Mother Dairy Ghee Value Pack 500ml,Same subcategory,-21.93,84.80699999999999
8906000000163,Patanjali Ghee Regular 500ml,2,8906000000088,Mother Dairy Ghee Original 500ml,Same subcategory,-27.62,76.238
8906000000163,Patanjali Ghee Regular 500ml,3,8906000000449,Gowardhan Ghee Classic 1L,Same subcategory,-48.71,66.12899999999999
8906000000164,Cinthol Talcum Powder Regular 300g,1,8906000000368,Cinthol Talcum Powder Classic 100g,Same subcategory,2.7,86.73
8906000000164,Cinthol Talcum Powder Regular 300g,2,8906000000489,Ponds Talcum Powder Mini 300g,Same subcategory,-3.46,78.654
8906000000164,Cinthol Talcum Powder Regular 300g,3,8906000000406,Navratna Talcum Powder Lite 100g,Same subcategory,-12.1,69.79
8906000000165,Go Cheese Classic 200g,1,8906000000036,Amul Cheese Family Pack 400g,Same subcategory,4.9,86.51
8906000000165,Go Cheese Classic 200g,2,8906000000416,Amul Cheese Premium 200g,Same subcategory,19.8,77.02
8906000000165,Go Cheese Classic 200g,3,8906000000173,Go Cheese Value Pack 200g,Same subcategory,-42.2,66.78
8906000000166,Pantene Conditioner Lite 340ml,1,8906000000278,L'Oreal Conditioner Mini 175ml,Same subcategory,24.36,84.56400000000001
8906000000166,Pantene Conditioner Lite 340ml,2,8906000000329,Dove Conditioner Regular 175ml,Same subcategory,105.36,68.464
8906000000166,Pantene Conditioner Lite 340ml,3,8906000000371,Dove Conditioner Family Pack 80ml,Same subcategory,137.16,57.284
8906000000167,Navratna Hair Oil Jumbo 500ml,1,8906000000204,Bajaj Almond Drops Hair Oil Mini 500ml,Same subcategory,23.25,84.675
8906000000167,Navratna Hair Oil Jumbo 500ml,2,8906000000060,Dabur Amla Hair Oil Lite 500ml,Same subcategory,31.55,75.845
8906000000167,Navratna Hair Oil Jumbo 500ml,3,8906000000468,Parachute Hair Oil Family Pack 200ml,Same subcategory,85.03,62.497
8906000000168,Yippee Noodles Mini 140g,1,8906000000171,Knorr Noodles Regular 70g,Same subcategory,1.3,86.87
8906000000168,Yippee Noodles Mini 140g,2,8906000000303,Knorr Noodles Regular 140g,Same subcategory,-6.75,78.325
8906000000168,Yippee Noodles Mini 140g,3,8906000000313,Yippee Noodles Value Pack 280g,Same subcategory,-22.8,68.72
8906000000169,Whisper Sanitary Care Lite 7pc,1,8906000000243,Whisper Sanitary Care Jumbo 15pc,Same subcategory,20.15,84.985
8906000000169,Whisper Sanitary Care Lite 7pc,2,8906000000179,Stayfree Sanitary Care Family Pack 30pc,Same subcategory,38.22,75.178
8906000000169,Whisper Sanitary Care Lite 7pc,3,8906000000184,Whisper Sanitary Care Mini 7pc,Same subcategory,-43.6,66.64
8906000000170,Dhampur Sugar Value Pack 5kg,1,8906000000420,Dhampur Sugar Value Pack 5kg,Same subcategory,6.71,86.329
8906000000170,Dhampur Sugar Value Pack 5kg,2,8906000000346,Madhur Sugar Classic 5kg,Same subcategory,-13.2,77.68
8906000000170,Dhampur Sugar Value Pack 5kg,3,8906000000403,Madhur Sugar Lite 5kg,Same subcategory,28.1,68.19
8906000000171,Knorr Noodles Regular 70g,1,8906000000168,Yippee Noodles Mini 140g,Same subcategory,-1.3,86.87
8906000000171,Knorr Noodles Regular 70g,2,8906000000303,Knorr Noodles Regular 140g,Same subcategory,-8.05,78.195
8906000000171,Knorr Noodles Regular 70g,3,8906000000313,Yippee Noodles Value Pack 280g,Same subcategory,-24.1,68.59
8906000000172,Camlin Stationery Jumbo 1pc,1,8906000000456,Nataraj Stationery Value Pack 10pc,Same subcategory,-8.65,86.135
8906000000172,Camlin Stationery Jumbo 1pc,2,8906000000137,Nataraj Stationery Original 10pc,Same subcategory,-66.2,72.38
8906000000172,Camlin Stationery Jumbo 1pc,3,8906000000387,Apsara Stationery Classic 1pc,Same subcategory,70.49,63.951
8906000000173,Go Cheese Value Pack 200g,1,8906000000165,Go Cheese Classic 200g,Same subcategory,42.2,82.78
8906000000173,Go Cheese Value Pack 200g,2,8906000000036,Amul Cheese Family Pack 400g,Same subcategory,47.1,74.29
8906000000173,Go Cheese Value Pack 200g,3,8906000000416,Amul Cheese Premium 200g,Same subcategory,62.0,64.8
8906000000174,Wheel Detergent Premium 2kg,1,8906000000460,Tide Detergent Original 4kg,Same subcategory,38.95,83.105
8906000000174,Wheel Detergent Premium 2kg,2,8906000000388,Tide Detergent Classic 2kg,Same subcategory,72.95,71.705
8906000000174,Wheel Detergent Premium 2kg,3,8906000000096,Tide Detergent Lite 2kg,Same subcategory,80.55,62.945
8906000000175,ITC Master Chef Frozen Snacks Premium 1kg,1,8906000000129,Godrej Yummiez Frozen Snacks Value Pack 1kg,Same subcategory,-34.54,83.54599999999999
8906000000175,ITC Master Chef Frozen Snacks Premium 1kg,2,8906000000237,ITC Master Chef Frozen Snacks Original 400g,Same subcategory,81.46,70.854
8906000000175,ITC Master Chef Frozen Snacks Premium 1kg,3,8906000000176,ITC Master Chef Frozen Snacks Original 1kg,Same subcategory,85.46,62.454
8906000000176,ITC Master Chef Frozen Snacks Original 1kg,1,8906000000046,Godrej Yummiez Frozen Snacks Jumbo 1kg,Same subcategory,1.03,86.897
8906000000176,ITC Master Chef Frozen Snacks Original 1kg,2,8906000000237,ITC Master Chef Frozen Snacks Original 400g,Same subcategory,-4.0,78.6
8906000000176,ITC Master Chef Frozen Snacks Original 1kg,3,8906000000022,McCain Frozen Snacks Jumbo 400g,Same subcategory,13.0,69.7
8906000000177,Kinley Water Regular 2L,1,8906000000235,Kinley Water Classic 500ml,Same subcategory,0.0,87.0
8906000000177,Kinley Water Regular 2L,2,8906000000108,Bisleri Water Jumbo 2L,Same subcategory,0.0,79.0
8906000000177,Kinley Water Regular 2L,3,8906000000001,Bisleri Water Regular 2L,Same subcategory,-0.75,70.925
8906000000178,Dinshaw's Ice Cream Lite 1L,1,8906000000005,Amul Ice Cream Value Pack 700ml,Same subcategory,9.5,86.05
8906000000178,Dinshaw's Ice Cream Lite 1L,2,8906000000005,Amul Ice Cream Value Pack 700ml,Same subcategory,9.5,78.05
8906000000178,Dinshaw's Ice Cream Lite 1L,3,8906000000480,McCain Frozen Snacks Regular 400g,Same category fallback,-11.75,69.825
8906000000179,Stayfree Sanitary Care Family Pack 30pc,1,8906000000243,Whisper Sanitary Care Jumbo 15pc,Same subcategory,-18.07,85.193
8906000000179,Stayfree Sanitary Care Family Pack 30pc,2,8906000000169,Whisper Sanitary Care Lite 7pc,Same subcategory,-38.22,75.178
8906000000179,Stayfree Sanitary Care Family Pack 30pc,3,8906000000037,Sofy Sanitary Care Regular 30pc,Same subcategory,39.88,67.012
8906000000180,Local Mill Dal Value Pack 500g,1,8906000000463,Tata Sampann Dal Family Pack 1kg,Same subcategory,-0.36,86.964
8906000000180,Local Mill Dal Value Pack 500g,2,8906000000333,Tata Sampann Dal Jumbo 2kg,Same subcategory,4.54,78.546
8906000000180,Local Mill Dal Value Pack 500g,3,8906000000301,24 Mantra Dal Family Pack 2kg,Same subcategory,-5.21,70.479
8906000000181,Nivea Face Wash Mini 150g,1,8906000000369,Ponds Face Wash Family Pack 150g,Same subcategory,-1.94,86.806
8906000000181,Nivea Face Wash Mini 150g,2,8906000000229,Himalaya Face Wash Value Pack 50g,Same subcategory,8.75,78.125
8906000000181,Nivea Face Wash Mini 150g,3,8906000000141,Clean & Clear Face Wash Value Pack 100g,Same subcategory,-12.4,69.76
8906000000182,Gowardhan Ghee Mini 500ml,1,8906000000393,Gowardhan Ghee Value Pack 500ml,Same subcategory,6.16,86.384
8906000000182,Gowardhan Ghee Mini 500ml,2,8906000000449,Gowardhan Ghee Classic 1L,Same subcategory,36.96,75.304
8906000000182,Gowardhan Ghee Mini 500ml,3,8906000000088,Mother Dairy Ghee Original 500ml,Same subcategory,58.05,65.195
8906000000183,Knorr Soup Regular 45g,1,8906000000118,Knorr Soup Lite 100g,Same subcategory,-18.3,85.17
8906000000183,Knorr Soup Regular 45g,2,8906000000431,Knorr Soup Regular 45g,Same subcategory,-39.2,75.08
8906000000183,Knorr Soup Regular 45g,3,8906000000474,Knorr Soup Lite 100g,Same subcategory,-68.81,64.119
8906000000184,Whisper Sanitary Care Mini 7pc,1,8906000000215,Stayfree Sanitary Care Classic 30pc,Same subcategory,-8.79,86.121
8906000000184,Whisper Sanitary Care Mini 7pc,2,8906000000015,Sofy Sanitary Care Premium 30pc,Same subcategory,-13.3,77.67
8906000000184,Whisper Sanitary Care Mini 7pc,3,8906000000169,Whisper Sanitary Care Lite 7pc,Same subcategory,43.6,66.64
8906000000185,Britannia Bread Regular 700g,1,8906000000259,Harvest Gold Bread Fresh 400g,Same subcategory,-11.45,85.855
8906000000185,Britannia Bread Regular 700g,2,8906000000298,Local Bakery Bread Jumbo 700g,Same subcategory,17.75,77.225
8906000000185,Britannia Bread Regular 700g,3,8906000000133,Britannia Bread Regular 400g,Same subcategory,20.02,68.998
8906000000186,Mother Dairy Ghee Value Pack 500ml,1,8906000000088,Mother Dairy Ghee Original 500ml,Same subcategory,-5.69,86.43100000000001
8906000000186,Mother Dairy Ghee Value Pack 500ml,2,8906000000163,Patanjali Ghee Regular 500ml,Same subcategory,21.93,76.80699999999999
8906000000186,Mother Dairy Ghee Value Pack 500ml,3,8906000000449,Gowardhan Ghee Classic 1L,Same subcategory,-26.78,68.322
8906000000187,Nilon's Pickles Original 1kg,1,8906000000367,Pachranga Pickles Lite 200g,Same subcategory,-22.8,84.72
8906000000187,Nilon's Pickles Original 1kg,2,8906000000051,Priya Pickles Jumbo 200g,Same subcategory,-72.0,71.8
8906000000187,Nilon's Pickles Original 1kg,3,8906000000438,Mother's Recipe Pickles Mini 200g,Same subcategory,87.5,62.25
8906000000188,Scotch-Brite Kitchen Tools Jumbo 2pc,1,8906000000401,Milton Kitchen Tools Regular 2pc,Same subcategory,62.7,80.73
8906000000188,Scotch-Brite Kitchen Tools Jumbo 2pc,2,8906000000492,Prestige Kitchen Tools Mini 2pc,Same subcategory,165.07,62.493
8906000000188,Scotch-Brite Kitchen Tools Jumbo 2pc,3,8906000000405,Cello Kitchen Tools Value Pack 2pc,Same subcategory,171.1,55
8906000000189,Unibic Cookies Classic 75g,1,8906000000043,Sunfeast Dark Fantasy Cookies Lite 120g,Same subcategory,11.35,85.865
8906000000189,Unibic Cookies Classic 75g,2,8906000000011,Sunfeast Dark Fantasy Cookies Original 75g,Same subcategory,15.85,77.415
8906000000189,Unibic Cookies Classic 75g,3,8906000000439,Unibic Cookies Premium 75g,Same subcategory,-32.98,67.702
8906000000190,Onion 1kg,1,8906000000156,Cabbage 1kg,Same subcategory,14.08,85.592
8906000000190,Onion 1kg,2,8906000000225,Onion 1kg,Same subcategory,-17.06,77.294
8906000000190,Onion 1kg,3,8906000000389,Beans 1kg,Same subcategory,-19.16,69.084
8906000000191,Weikfield Pasta Fresh 500g,1,8906000000493,Maggi Pasta Family Pack 200g,Same subcategory,-32.55,83.745
8906000000191,Weikfield Pasta Fresh 500g,2,8906000000206,Del Monte Pasta Lite 500g,Same subcategory,-44.95,74.505
8906000000191,Weikfield Pasta Fresh 500g,3,8906000000446,Maggi Pasta Original 200g,Same subcategory,-45.95,66.405
8906000000192,Organic Tattva Poha Mini 500g,1,8906000000238,Local Mill Poha Family Pack 500g,Same subcategory,-23.28,84.672
8906000000192,Organic Tattva Poha Mini 500g,2,8906000000010,Tata Sampann Poha Jumbo 500g,Same subcategory,31.89,75.81099999999999
8906000000192,Organic Tattva Poha Mini 500g,3,8906000000161,Organic Tattva Poha Family Pack 500g,Same subcategory,-58.44,65.156
8906000000193,Catch Masala Original 200g,1,8906000000155,Everest Masala Classic 200g,Same subcategory,-15.5,85.45
8906000000193,Catch Masala Original 200g,2,8906000000261,Catch Masala Family Pack 200g,Same subcategory,-39.1,75.09
8906000000193,Catch Masala Original 200g,3,8906000000159,Catch Masala Fresh 100g,Same subcategory,-63.34,64.666
8906000000194,Domex Toilet Cleaner Premium 500ml,1,8906000000394,Domex Toilet Cleaner Value Pack 1L,Same subcategory,2.43,86.757
8906000000194,Domex Toilet Cleaner Premium 500ml,2,8906000000200,Domex Toilet Cleaner Mini 500ml,Same subcategory,3.72,78.628
8906000000194,Domex Toilet Cleaner Premium 500ml,3,8906000000109,Sanifresh Toilet Cleaner Regular 500ml,Same subcategory,11.75,69.825
8906000000195,Gowardhan Butter Mini 500g,1,8906000000070,Amul Butter Jumbo 500g,Same subcategory,0.32,86.968
8906000000195,Gowardhan Butter Mini 500g,2,8906000000079,Britannia Butter Fresh 100g,Same subcategory,-4.53,78.547
8906000000195,Gowardhan Butter Mini 500g,3,8906000000500,Britannia Butter Fresh 500g,Same subcategory,-14.23,69.577
8906000000196,Closeup Mouthwash Regular 250ml,1,8906000000231,Colgate Mouthwash Classic 250ml,Same subcategory,5.9,86.41
8906000000196,Closeup Mouthwash Regular 250ml,2,8906000000386,Colgate Mouthwash Premium 250ml,Same subcategory,12.0,77.8
8906000000196,Closeup Mouthwash Regular 250ml,3,8906000000149,Listerine Mouthwash Classic 250ml,Same subcategory,37.84,67.216
8906000000197,Soulfull Cereal Family Pack 250g,1,8906000000311,Bagrry's Cereal Premium 1kg,Same subcategory,-4.31,86.569
8906000000197,Soulfull Cereal Family Pack 250g,2,8906000000227,Kellogg's Cereal Original 1kg,Same subcategory,11.25,77.875
8906000000197,Soulfull Cereal Family Pack 250g,3,8906000000249,Bagrry's Cereal Value Pack 250g,Same subcategory,36.15,67.385
8906000000198,Rin Detergent Regular 500g,1,8906000000305,Rin Detergent Premium 2kg,Same subcategory,43.05,82.695
8906000000198,Rin Detergent Regular 500g,2,8906000000486,Surf Excel Detergent Jumbo 2kg,Same subcategory,48.5,74.15
8906000000198,Rin Detergent Regular 500g,3,8906000000054,Tide Detergent Family Pack 2kg,Same subcategory,54.35,65.565
8906000000199,Tops Jam Value Pack 500g,1,8906000000402,Kissan Jam Family Pack 200g,Same subcategory,16.99,85.301
8906000000199,Tops Jam Value Pack 500g,2,8906000000212,Mapro Jam Jumbo 500g,Same subcategory,19.25,77.075
8906000000199,Tops Jam Value Pack 500g,3,8906000000473,Tops Jam Regular 200g,Same subcategory,-33.25,67.675
8906000000200,Domex Toilet Cleaner Mini 500ml,1,8906000000394,Domex Toilet Cleaner Value Pack 1L,Same subcategory,-1.29,86.871
8906000000200,Domex Toilet Cleaner Mini 500ml,2,8906000000194,Domex Toilet Cleaner Premium 500ml,Same subcategory,-3.72,78.628
8906000000200,Domex Toilet Cleaner Mini 500ml,3,8906000000109,Sanifresh Toilet Cleaner Regular 500ml,Same subcategory,8.03,70.197
8906000000201,Britannia Butter Lite 500g,1,8906000000144,Amul Butter Jumbo 100g,Same subcategory,26.65,84.335
8906000000201,Britannia Butter Lite 500g,2,8906000000336,Gowardhan Butter Premium 500g,Same subcategory,32.2,75.78
8906000000201,Britannia Butter Lite 500g,3,8906000000091,Amul Butter Family Pack 100g,Same subcategory,50.68,65.932
8906000000202,Spinach 1 bunch,1,8906000000267,Spring Onion 1 bunch,Same subcategory,-2.31,86.769
8906000000202,Spinach 1 bunch,2,8906000000381,Mint 1 bunch,Same subcategory,-2.31,78.769
8906000000202,Spinach 1 bunch,3,8906000000024,Spring Onion 1 bunch,Same subcategory,-9.26,70.074
8906000000203,Cadbury Chocolates Mini 50g,1,8906000000078,Cadbury Chocolates Original 100g,Same subcategory,-9.34,86.066
8906000000203,Cadbury Chocolates Mini 50g,2,8906000000498,Nestle Chocolates Value Pack 100g,Same subcategory,-28.04,76.196
8906000000203,Cadbury Chocolates Mini 50g,3,8906000000435,Ferrero Chocolates Family Pack 100g,Same subcategory,126.91,58.309
8906000000204,Bajaj Almond Drops Hair Oil Mini 500ml,1,8906000000060,Dabur Amla Hair Oil Lite 500ml,Same subcategory,8.3,86.17
8906000000204,Bajaj Almond Drops Hair Oil Mini 500ml,2,8906000000167,Navratna Hair Oil Jumbo 500ml,Same subcategory,-23.25,76.675
8906000000204,Bajaj Almond Drops Hair Oil Mini 500ml,3,8906000000468,Parachute Hair Oil Family Pack 200ml,Same subcategory,61.78,64.822
8906000000205,Grapes 1kg,1,8906000000248,Watermelon 1kg,Same subcategory,-34.58,83.542
8906000000205,Grapes 1kg,2,8906000000044,Apple 1kg,Same subcategory,-74.48,71.552
8906000000205,Grapes 1kg,3,8906000000087,Pomegranate 1kg,Same subcategory,-123.09,58.691
8906000000206,Del Monte Pasta Lite 500g,1,8906000000446,Maggi Pasta Original 200g,Same subcategory,-1.0,86.9
8906000000206,Del Monte Pasta Lite 500g,2,8906000000493,Maggi Pasta Family Pack 200g,Same subcategory,12.4,77.76
8906000000206,Del Monte Pasta Lite 500g,3,8906000000307,Maggi Pasta Original 500g,Same subcategory,-30.0,68.0
8906000000207,Haldiram Ready To Eat Jumbo 500g,1,8906000000132,MTR Ready To Eat Premium 500g,Same subcategory,9.74,86.026
8906000000207,Haldiram Ready To Eat Jumbo 500g,2,8906000000103,MTR Ready To Eat Value Pack 500g,Same subcategory,-27.9,76.21
8906000000207,Haldiram Ready To Eat Jumbo 500g,3,8906000000479,Haldiram Ready To Eat Jumbo 500g,Same subcategory,-55.35,65.465
8906000000208,Garnier Face Wash Classic 150g,1,8906000000098,Nivea Face Wash Family Pack 100g,Same subcategory,-13.14,85.68599999999999
8906000000208,Garnier Face Wash Classic 150g,2,8906000000382,Ponds Face Wash Fresh 150g,Same subcategory,-33.34,75.666
8906000000208,Garnier Face Wash Classic 150g,3,8906000000481,Garnier Face Wash Regular 150g,Same subcategory,-41.79,66.821
8906000000209,Oreo Cream Biscuits Family Pack 100g,1,8906000000454,Hide & Seek Cream Biscuits Family Pack 100g,Same subcategory,-2.25,86.775
8906000000209,Oreo Cream Biscuits Family Pack 100g,2,8906000000384,Bourbon Cream Biscuits Mini 150g,Same subcategory,-3.22,78.678
8906000000209,Oreo Cream Biscuits Family Pack 100g,3,8906000000068,Bourbon Cream Biscuits Fresh 150g,Same subcategory,9.3,70.07
8906000000210,Kellogg's Oats Regular 1kg,1,8906000000077,Saffola Oats Original 400g,Same subcategory,15.9,85.41
8906000000210,Kellogg's Oats Regular 1kg,2,8906000000162,Saffola Oats Classic 400g,Same subcategory,-16.5,77.35
8906000000210,Kellogg's Oats Regular 1kg,3,8906000000136,Quaker Oats Regular 400g,Same subcategory,22.9,68.71
8906000000211,Tata Salt Salt Value Pack 1kg,1,8906000000260,Saffola Salt Salt Fresh 1kg,Same subcategory,12.8,85.72
8906000000211,Tata Salt Salt Value Pack 1kg,2,8906000000470,Saffola Salt Salt Classic 1kg,Same subcategory,35.1,75.49
8906000000211,Tata Salt Salt Value Pack 1kg,3,8906000000252,Aashirvaad Salt Salt Mini 1kg,Same subcategory,78.8,63.12
8906000000212,Mapro Jam Jumbo 500g,1,8906000000402,Kissan Jam Family Pack 200g,Same subcategory,-2.26,86.774
8906000000212,Mapro Jam Jumbo 500g,2,8906000000199,Tops Jam Value Pack 500g,Same subcategory,-19.25,77.075
8906000000212,Mapro Jam Jumbo 500g,3,8906000000473,Tops Jam Regular 200g,Same subcategory,-52.5,65.75
8906000000213,Dabur Amla Hair Oil Original 500ml,1,8906000000468,Parachute Hair Oil Family Pack 200ml,Same subcategory,-18.02,85.198
8906000000213,Dabur Amla Hair Oil Original 500ml,2,8906000000268,Bajaj Almond Drops Hair Oil Fresh 500ml,Same subcategory,29.01,76.099
8906000000213,Dabur Amla Hair Oil Original 500ml,3,8906000000392,Parachute Hair Oil Value Pack 100ml,Same subcategory,37.41,67.259
8906000000214,Tata Tea Tea Regular 500g,1,8906000000314,Red Label Tea Premium 250g,Same subcategory,-17.0,85.3
8906000000214,Tata Tea Tea Regular 500g,2,8906000000348,Society Tea Premium 1kg,Same subcategory,71.6,71.84
8906000000214,Tata Tea Tea Regular 500g,3,8906000000341,Wagh Bakri Tea Mini 500g,Same subcategory,-104.16,60.584
8906000000215,Stayfree Sanitary Care Classic 30pc,1,8906000000015,Sofy Sanitary Care Premium 30pc,Same subcategory,-4.51,86.549
8906000000215,Stayfree Sanitary Care Classic 30pc,2,8906000000184,Whisper Sanitary Care Mini 7pc,Same subcategory,8.79,78.121
8906000000215,Stayfree Sanitary Care Classic 30pc,3,8906000000410,Whisper Sanitary Care Premium 15pc,Same subcategory,-35.51,67.449
8906000000216,Clinic Plus Shampoo Jumbo 340ml,1,8906000000273,Clinic Plus Shampoo Family Pack 340ml,Same subcategory,4.85,86.515
8906000000216,Clinic Plus Shampoo Jumbo 340ml,2,8906000000430,Sunsilk Shampoo Classic 180ml,Same subcategory,-67.87,72.213
8906000000216,Clinic Plus Shampoo Jumbo 340ml,3,8906000000072,Pantene Shampoo Classic 340ml,Same subcategory,-269.2,55
8906000000217,Bourbon Cream Biscuits Classic 100g,1,8906000000375,Oreo Cream Biscuits Original 100g,Same subcategory,0.0,87.0
8906000000217,Bourbon Cream Biscuits Classic 100g,2,8906000000131,Oreo Cream Biscuits Fresh 150g,Same subcategory,0.22,78.978
8906000000217,Bourbon Cream Biscuits Classic 100g,3,8906000000071,Hide & Seek Cream Biscuits Premium 150g,Same subcategory,-0.6,70.94
8906000000218,Yippee Noodles Regular 70g,1,8906000000097,Top Ramen Noodles Original 140g,Same subcategory,9.8,86.02
8906000000218,Yippee Noodles Regular 70g,2,8906000000313,Yippee Noodles Value Pack 280g,Same subcategory,14.45,77.555
